5714,1
6000,2
6142,2
6285,1
6571,2
6857,1
7142,2
7285,2
7428,1
7571,2
7714,1
8000,2
8285,1
8428,1
8571,2
8857,1
9142,2
9428,1
9571,1
9714,2
9857,1
10000,2
10142,2
10285,1
10571,2
10714,2
10857,1
11142,2
11428,1
11714,2
11857,2
12000,1
12142,2
12285,1
12571,2
12857,1
13000,1
13142,2
13428,1
13714,2
13857,1
14000,1
14142,2
14285,1R
14857,1
15142,2
15285,2
15714,2
16000,1
16142,2
16428,2
16714,2
16857,1
17142,1
17142,2+
18857,2-
17428,1
17571,1
18000,1
18285,1
18428,1
18571,1
19000,1
19142,2
19428,1
19714,2
19857,2
20285,2
20571,1
20714,2
21000,2
21285,2
21428,1
21714,2+
22000,2-
22000,1
22285,1+
22571,1-
22571,2
22857,2
23142,1
23428,1
23428,2
24000,1
24285,2
24428,2
24857,2
25142,1
25285,2
25571,2
25857,2
26000,1
26142,2+
28000,2-
26285,1
26571,1
26714,1
27142,1
27428,1
27571,1
27714,1
28142,2
28285,1
28428,1
28571,2+
28857,2-
28857,1
29000,2
29142,1+
29428,1-
29428,2
29714,2+
30000,2-
30000,1
30142,1
30285,1+
30571,1-
30285,2+
30571,2-
30857,1+
31285,(1.3)=
31714,1-
30857,2+
31285,(1.7)=
31714,2-
32000,1
32142,2
32428,2
32571,1
32714,2
32857,1
33142,1
33428,1
33428,2
33571,2
33714,1
34000,1
34000,2
34285,1
34571,1
34571,2
34714,2
35000,2
35142,1
35428,2
35714,1
35714,2
35857,1
36000,2
36285,1
36285,2
36571,2
36857,1
36857,2
37000,1
37285,1
37428,2
37714,1
38000,1
38000,2
38142,2
38285,1
38571,1
38571,2
38857,1
39142,1
39142,2
39285,2
39714,1U
39714,2U
40000,1+
40857,1-
40000,2+
40857,2-
41142,1
41142,2
41285,1
41285,2
41571,1
41571,2
41857,1
41857,2
42285,1
42571,1
42571,2
42714,2
42857,1
43142,1
43142,2
43428,1
43714,1
43714,2
43857,2
44142,1
44285,2
44571,2
44857,1
44857,2
45000,1
45142,2
45428,1
45428,2
45714,2
46000,1
46000,2
46142,1
46428,1
46571,2
46857,2R
47142,1
47142,2
47428,2
47714,1
47714,2
48000,1L
48285,1
48285,2
48571,1
48857,1
48857,2
49142,1U
49142,2R
49428,1
49428,2
49714,2
50000,1
50000,2
50285,1
50285,2
50857,1
50857,2
51428,1+
53428,1-
51428,2+
53428,2-
53571,1
53571,2
54714,2
55142,2
55428,1
55571,1
55857,1
56285,1
56571,2
56714,2
57000,2
57428,2
57714,1
57857,1
58142,1+
58571,1-
58142,2+
58571,2-
58857,1
59142,2
59428,1L
59428,2R
59714,2
59857,1
60000,2
60285,2
60571,1L
60571,2R
60857,1
61000,2
61142,1
61428,1
61714,1U
61714,2U
62000,2
62142,1
62285,2
62571,2
62714,1+
63285,1L
63857,1
64285,1
64571,2
64714,1
65000,2
65428,2
65714,1
65857,2
66142,1
66571,1
66857,2
67000,1
67285,1+
67714,1-
67285,2+
67714,2-
68000,1
68142,2
68571,1
68714,1
68857,2
69142,2
69285,2
69428,1
69714,1
69857,1
70000,2
70285,1
70285,2
70428,1
70428,2
70571,1
70571,2
70857,2+
71142,2-
71142,1+
71428,1-
71428,2+
71714,2-
71714,1+
72000,1-
72000,2
72428,2
72571,1
72857,1
73000,2
73142,1+
73428,1-
73428,2
73571,2
73714,1+
74000,1-
74000,2
74285,1+
74571,1-
74571,2
74714,2
74857,1
75000,2
75142,1+
75428,1-
75428,2+
75714,2-
75714,1
75857,1
76000,2+
76285,2-
76285,1
76571,2+
76857,2-
76857,1
77000,1
77142,2
77285,1
77428,2+
77714,2-
77714,1+
78000,1-
78000,2
78142,2
78285,1+
78571,1-
78571,2
78857,1+
79142,1-
79142,2
79285,2
79428,1
79571,2
79714,1+
80000,1-
80000,2+
80285,2-
80285,1
80428,1
80571,2+
80857,2-
80857,1
82285,1!
91714,1
91857,1
92285,1
92857,2
93000,2
93428,2
94000,1
94142,1
94571,1
95142,2
95285,2
95714,2
96000,2R
96285,1
96285,2
96571,2
96857,1
96857,2
97142,1L
97428,1
97428,2
97714,1
98000,1
98000,2
98285,2R
98571,1
98571,2
98857,2
99142,1
99142,2
99428,1L
99714,1
99714,2
100000,1
100285,1
100285,2
100571,1U
100571,2R
100857,1
100857,2
101142,2
101428,1
101428,2
101714,1
101714,2
102000,1
102285,1
102285,2
102571,2
102857,1+
104857,1-
102857,2+
104857,2-
105000,1
105000,2
105428,2R
105571,1L
106000,2R
106571,2R
106714,1L
107142,2R
107285,1
107714,1
108000,2
108142,1
108428,2
108857,2
109142,1
109285,2
109571,1
110000,1
110285,2
110428,1
110714,1+
111142,1-
110714,2+
111142,2-
111428,1
111571,2
112000,1
112142,1
112285,2
112571,2
112714,2
112857,1
113142,1
113285,1
113428,2
113714,1
113714,2
113857,1
113857,2
114000,1
114000,2
114285,1
114571,1
114857,1
115142,1
115428,2
115714,2
116000,2
116285,2
116571,1
116857,1
117142,1
117428,1
117714,1
117714,2
