0:00:08.05,24
0:00:08.39,2+4+
0:00:10.34,1-3-
0:00:10.65,1R3L
0:00:10.97,1+3+
0:00:12.92,2-4-
0:00:13.22,2U
0:00:13.55,4
0:00:13.87,3
0:00:14.20,2
0:00:14.52,1
0:00:14.85,4
0:00:15.17,3
0:00:15.49,2
0:00:15.82,1L4R
0:00:16.14,2
0:00:16.47,3
0:00:16.79,4
0:00:17.10,1+
0:00:17.27,4+
0:00:18.39,1R4L
0:00:19.37,3
0:00:20.65,2
0:00:21.30,2+3+
0:00:23.24,1U4U
0:00:23.87,1+
0:00:24.52,2-
0:00:24.84,2R4R
0:00:25.82,3L
0:00:27.09,1L3L
0:00:28.39,1L
0:00:29.02,3L
0:00:29.67,1
0:00:30.32,2R
0:00:30.95,4
0:00:31.59,1+4+
0:00:32.57,1R
0:00:32.87,4L
0:00:34.17,1+
0:00:34.84,3
0:00:36.12,2L4L
0:00:37.42,1L3L
0:00:38.72,3R
0:00:38.89,2L
0:00:39.35,1+
0:00:40.00,3
0:00:40.65,3
0:00:41.30,2-
0:00:41.62,24
0:00:41.94,4+
0:00:42.59,2
0:00:43.24,2
0:00:43.89,3-
0:00:44.20,23
0:00:44.52,1+4+
0:00:45.50,2=3=
0:00:46.47,1-4-
0:00:46.80,23
0:00:47.12,2+3+
0:00:48.25,1=4=
0:00:49.05,2U
0:00:49.22,3U
0:00:50.34,4+
0:00:50.99,2+3-
0:00:51.97,1-
0:00:52.29,1R4L
0:00:52.77,2L3R
0:00:53.25,1+4
0:00:53.74,1R
0:00:54.87,1+4+
0:00:55.19,1-4-
0:00:55.50,2+3+
0:00:55.84,2-3-
0:00:56.15,1+4+
0:00:56.49,1-4-
0:00:56.80,2+3R
0:00:57.44,1R4L
0:00:58.69,1R4L
0:00:59.34,1R4L
0:00:59.97,1R4L
0:01:00.62,1R4L
0:01:01.10,1+3+
0:01:02.39,2-4-
0:01:03.22,3
0:01:03.55,2
0:01:03.87,3
0:01:04.19,4
0:01:04.50,3
0:01:04.84,2
0:01:05.15,3
0:01:05.49,1
0:01:05.80,4
0:01:06.14,2
0:01:06.45,1+4+
0:01:06.94,2U3U
0:01:07.75,3
0:01:08.07,4
0:01:08.40,3
0:01:08.72,2
0:01:09.04,1L3L
0:01:09.69,1L3L
0:01:10.34,1L3L
0:01:10.97,1L3L
0:01:11.45,2+4+
0:01:12.75,1-3-
0:01:13.55,2
0:01:13.89,3
0:01:14.20,1+4+
0:01:14.52,1-4-
0:01:14.84,2+3+
0:01:15.17,2-3-
0:01:15.50,2+3
0:01:15.82,2-
0:01:16.14,1+3
0:01:16.45,1-
0:01:16.80,1+3+
0:01:17.29,2L4L
0:01:18.40,1+4+
0:01:19.05,1U4U
0:01:19.39,23
0:01:20.02,1R4L
0:01:20.67,23
0:01:21.30,1R4L
0:01:21.95,2+3+
0:01:22.59,3R
0:01:22.90,2R
0:01:24.52,1+3+
0:01:25.82,2=4=
0:01:26.95,(1.3)=(3.3)=
0:01:28.24,2-4-
0:01:29.67,2L3+
0:01:30.32,1U
0:01:30.97,1+
0:01:31.59,1=
0:01:32.10,2-4-
0:01:34.17,1R
0:01:34.50,4L
0:01:35.15,0!
0:01:44.22,1+4+
0:01:45.02,2L3R
0:01:45.52,2
0:01:45.84,3
0:01:46.15,4
0:01:46.49,3
0:01:46.80,2
0:01:47.12,3
0:01:47.45,2L4R
0:01:48.10,2
0:01:48.42,3
0:01:48.74,4
0:01:49.39,3
0:01:49.72,2
0:01:50.04,1L3L
0:01:50.67,3
0:01:51.00,2
0:01:51.32,1
0:01:51.97,23
0:01:52.29,23
0:01:52.62,3R
0:01:52.94,2L
0:01:53.25,3
0:01:53.59,2
0:01:53.90,1
0:01:54.55,23
0:01:54.87,23
0:01:55.20,2U
0:01:55.52,3R
0:01:56.17,4R
0:01:56.82,1+4+
0:01:57.44,1L
0:01:57.59,4R
0:01:58.72,1+4+
0:01:59.85,2=3=
0:02:01.30,1=4=
0:02:05.84,2-3-
