0:00:03.49,2L
0:00:04.00,1R
0:00:04.52,1+4+
0:00:05.55,1-4-
0:00:05.90,2+4+
0:00:07.10,1-3-
0:00:07.45,1+3+
0:00:08.47,2-4-
0:00:08.64,2+4+
0:00:09.84,1-3-
0:00:10.17,2+3+
0:00:10.52,1=4=
0:00:10.84,2-3-
0:00:11.35,2+
0:00:11.87,1-3
0:00:12.20,3+
0:00:12.55,24-
0:00:12.89,1+3+
0:00:13.22,3-
0:00:13.39,1U
0:00:14.07,1+4+
0:00:14.59,1-4-
0:00:14.92,1+3+
0:00:15.27,1-3-
0:00:15.62,2+4+
0:00:15.95,2U4-
0:00:16.29,1+3+
0:00:16.64,1U3-
0:00:16.97,1+4+
0:00:17.84,2-3-
0:00:18.17,2L3R
0:00:19.70,2+4+
0:00:20.72,2=4=
0:00:22.09,1-3-
0:00:22.42,2+4
0:00:23.44,1-3+
0:00:24.80,24-
0:00:25.14,2+3+
0:00:26.15,1=4=
0:00:27.52,2-3-
0:00:27.85,2L4+
0:00:28.37,1R
0:00:28.87,2L
0:00:29.39,1R
0:00:29.90,4L
0:00:30.07,2R
0:00:30.92,2
0:00:31.60,1
0:00:32.30,3
0:00:32.99,4
0:00:33.32,2+3+
0:00:34.52,1-4-
0:00:35.04,2
0:00:35.20,3
0:00:35.89,1+3
0:00:36.39,1U
0:00:37.24,24+
0:00:37.75,4U
0:00:38.79,2L
0:00:39.45,3L
0:00:39.80,1+
0:00:39.97,4+
0:00:40.82,1-4-
0:00:41.87,2
0:00:42.54,1
0:00:43.20,3
0:00:43.89,4
0:00:44.24,1+4+
0:00:45.09,2-3-
0:00:45.42,2+3+
0:00:46.10,1-4-
0:00:46.79,2L3R
0:00:47.47,1+4+
0:00:48.15,2L3R
0:00:48.84,1+4+
0:00:49.35,2-3-
0:00:49.69,1+
0:00:50.12,2=
0:00:50.44,1=
0:00:50.87,2U
0:00:51.72,1L
0:00:52.40,1+3+
0:00:53.77,1=4=
0:00:54.62,2-4-
0:00:55.12,1R4L
0:00:55.65,1R4L
0:00:56.32,1R4L
0:00:57.00,14
0:00:57.69,2+4+
0:00:58.37,2L4L
0:00:59.07,1+4+
0:00:59.75,1-4-
0:01:00.42,1+4+
0:01:01.62,1-3-
0:01:01.95,4
0:01:02.30,3
0:01:02.64,2
0:01:02.99,1
0:01:03.32,3U
0:01:04.00,2U
0:01:04.52,1U3
0:01:05.90,2+4+
0:01:07.09,1-3-
0:01:07.42,1+3+
0:01:08.45,2-4-
0:01:08.62,2+4+
0:01:09.82,1-3-
0:01:10.15,2+3+
0:01:10.49,1=4=
0:01:10.84,2-3-
0:01:11.35,2+3+
0:01:11.69,1=4=
0:01:12.55,2-3-
0:01:12.89,1+4+
0:01:13.22,4L
0:01:13.40,1R
0:01:14.09,2+3+
0:01:15.94,1-4-
0:01:16.29,3
0:01:16.60,2
0:01:16.77,2+4+
0:01:17.97,1-3-
0:01:18.30,1+3+
0:01:19.34,2-4-
0:01:19.50,2+4+
0:01:20.70,1-3-
0:01:21.04,2+3+
0:01:21.37,1=4=
0:01:21.72,2-3-
0:01:22.24,2+
0:01:22.74,1-3
0:01:23.09,3+
0:01:23.42,24-
0:01:23.79,1+3+
0:01:24.14,3-
0:01:24.30,1U
0:01:24.99,1+4+
0:01:25.50,1-4-
0:01:25.84,1+3+
0:01:26.19,1-3-
0:01:26.52,2+4+
0:01:26.85,2U4-
0:01:27.20,1+3+
0:01:27.55,1U3-
0:01:27.89,1+4+
0:01:28.74,2-3-
0:01:29.09,2L3R
0:01:30.60,2U
0:01:31.12,3U
0:01:31.62,0!
0:01:42.00,1L
0:01:42.52,1L
0:01:43.54,4R
0:01:43.89,4R
0:01:44.72,2+
0:01:45.57,2U
0:01:46.27,1L
0:01:46.79,3R
0:01:47.45,2+
0:01:47.97,1-
0:01:48.30,3+
0:01:48.65,4-
0:01:49.00,2+3+
0:01:49.34,3U
0:01:49.50,2U
0:01:50.20,2+3+
0:01:51.57,1=4=
0:01:52.07,2-3-
0:01:52.42,4+
0:01:52.57,2
0:01:52.74,4-
0:01:52.90,2+4+
0:01:54.10,1-3-
0:01:54.44,1+3+
0:01:55.47,2-4-
0:01:55.64,2+4+
0:01:56.85,1-3-
0:01:57.17,2+3+
0:01:57.50,1=4=
0:01:57.85,2-3-
0:01:58.37,3+
0:01:58.89,24-
0:01:59.22,2+
0:01:59.57,1-3
0:01:59.90,1+3+
0:02:00.25,3-
0:02:00.42,1U
0:02:01.10,1+4+
0:02:01.62,1-4-
0:02:01.95,1+3+
0:02:02.30,1-3-
0:02:02.64,2+4+
0:02:02.97,2U4-
0:02:03.32,1+3+
0:02:03.67,1U3-
0:02:04.00,1+4+
0:02:04.84,2-3-
0:02:05.19,2L3R
0:02:06.72,2+4+
0:02:07.75,2=4=
0:02:09.12,1-3-
0:02:09.47,2+4
0:02:10.49,1-3+
0:02:11.85,24-
0:02:12.19,2+3+
0:02:13.20,1=4=
0:02:14.59,2-3-
0:02:14.92,2L4+
0:02:15.44,1R
0:02:15.95,2L
0:02:16.45,1R
0:02:16.99,4-
0:02:17.15,2
0:02:17.50,1+
0:02:18.87,4L
0:02:19.22,1R
