6486,2U
6810,3
6972,5
7135,2U
7459,6+
7621,6-
7621,1R
7783,5+
7945,5-
7945,1R
8108,4+
8270,4-
8270,1R
8432,3+
8594,3-
8756,6U
9081,4+
9405,4-
9405,1
9567,2+
9729,2-
9729,5+
10054,3
10054,5-
10216,2+
10216,6+
10540,2-
10702,6-
10702,1
10864,5
11027,1
11027,4
11189,5
11351,3
11351,6
11675,5R
11675,2L
12000,3
12162,4
12324,2L
12324,5R
12648,2+
12648,6+
12810,2L
12810,6R
12972,5+
12972,1+
13135,5R
13135,1L
13297,2+
13297,6+
13459,2L
13459,6R
13621,2
13783,6
13945,1
14108,5
14270,2L
14270,5L
14594,2+
14594,5+
14756,2L
14918,5L
15243,2
15405,2
15405,6
15729,5
15891,4
16054,3
16135,5
16216,2
16540,5
16540,1
16864,2
17027,5
17189,2+
17351,2-
17351,5
17513,6+
17675,6-
17675,1
17837,5+
18000,2+
18000,5-
18324,2-
18324,5+
18648,5-
18648,2
18810,3+
18972,3-
18972,6+
19135,2
19135,6-
19297,2
19378,4
19459,2
19621,5
19783,2+
19945,2-
19945,5
20108,6+
20270,6-
20270,1
20432,5
20432,2+
20594,2U
20918,1
20918,5
21081,4
21243,3
21405,3
21405,6
21567,5
21729,1
21729,4
22054,1+
22054,6+
22378,6-
22378,1-
22540,2
22702,5
23027,2
23189,5
23351,2+
23675,6
23837,2-
24000,2
24162,5+
24324,2+
24486,5-
24648,2U
24648,5+
24972,5U
24972,2+
25297,2U
25297,5+
25621,5U
25621,2
25783,3
25945,4
26108,5
26189,3
26270,5
26432,4
26594,3
26756,5
26918,6
27243,1+
27567,1-
27567,4
27729,6+
27891,3
28216,2
28216,6-
28378,5
28540,1+
28864,1-
28864,5
29027,6+
29189,2
29351,6-
29513,3
29675,6
29837,1+
29837,6+
30162,5-
30162,2-
30486,2R
30648,3
30810,4
30972,1R
30972,5
31297,2L
31297,5
31621,1R
31621,5
31945,5
31945,2L
32432,1R
32432,5+
32756,1R
33081,1R
33405,2U
33567,5-
33729,2+
33729,6L
34054,6L
34378,6L
34378,2-
34540,2
34702,5
34864,2
35027,2L
35027,5L
35351,2R
35351,5R
35675,2L
35675,5L
36000,2R
36000,5R
36162,2+
36324,5+
36486,2-
36648,5-
36810,2+
36972,5+
37135,2R
37297,5R
37621,1+
37945,1-
37945,5R
