13333,1L
13333,6R
13684,2
13684,5
13859,4
13947,2
14035,5
14210,3
14210,6
14385,2
14561,1
14561,4
14736,5
14912,3
14912,6
15087,2
15263,4+
15614,6-
15614,1
15789,5+
15964,5-
15964,2
16140,1
16140,6
16315,5+
16491,2+
16491,5-
16666,2-
16666,4
16842,1+
17105,1-
17105,4
17192,2
17368,5+
17719,5-
17719,2
17807,4
17894,1+
18070,4
18070,1-
18245,5+
18421,5-
18421,2+
18596,2-
18596,6+
18771,6-
18771,3+
18947,3-
18947,6
19035,2
19122,5
19210,3
19298,6
19473,3
19561,5
19649,2
19824,1
19824,4
20000,5
20175,3
20175,6
20350,2
20526,1
20526,4
20701,5
20877,3+
21228,6
21228,1-
21403,2+
21578,2-
21578,5
21754,1L
21754,6R
21929,5
22105,4
22280,3
22368,5
22456,2+
22719,2-
22719,5
22807,2U
22982,4
23157,5+
23421,5-
23421,2
23508,5U
23684,1+
23859,4
24035,4
24210,5
24561,4
24736,4
24912,5
25087,5
25087,1-
25263,1
25350,4
25438,1
25526,4
25614,2
25701,5
25789,2
25877,5
25964,3
26052,6
26140,3
26228,6
26315,2
26403,5+
26491,2+
26578,5-
26666,2-
26666,4
26754,1
26842,4
26929,1
27017,5
27105,2
27192,5
27280,2
27368,6
27456,3
27543,6
27631,3
28070,2U
28070,5U
28421,5
28596,2
28771,5+
28947,1
29122,5-
29122,2
29298,1+
29649,6+
29824,6-
30000,5
30000,1-
30175,4
30350,3
30526,2
30526,6
30701,2+
30877,2U
31228,5+
31403,5U
31754,5
31754,2
32105,6+
32105,1+
32456,6-
32456,1-
32631,2
32807,3
32982,4
33157,5+
33333,5-
33333,3+
33508,3-
33508,6+
33684,6-
33684,2L
34035,1
34210,4
34385,2
34561,5+
34736,2+
34912,5U
34912,2U
35263,2+
35438,2-
35438,4+
35614,4-
35614,1+
35789,5+
35789,1-
35964,5-
36052,2
36081,5
36140,2
36315,3
36491,5+
36666,3
36842,5-
36842,2
37017,1+
37017,6+
37368,6-
37543,5
37719,4
37719,1-
37894,2
37894,5
38070,3
38070,6
38421,5L
38771,2R
38947,5+
39122,2+
39298,5U
39298,2U
39473,3
39649,6
39824,2
40000,5
40175,1
40350,4
40526,1+
40701,4
40877,5
41052,6
