6802,1
6802,6
6976,2+
6976,5+
7325,2-
7325,5-
7500,3
7674,1
7674,4
7848,5
8197,1
8197,6
8372,2+
8372,5+
8720,5-
8720,2-
8895,3
9069,5
9244,3+
9244,6+
9593,3-
9593,6-
9767,2+
9767,5+
10116,2-
10116,5-
10290,4
10465,6
10465,3
10639,2
10988,1
10988,6
11162,2+
11162,5+
11511,2-
11511,5-
11686,4
11860,2
12034,4+
12034,1+
12383,1-
12383,4-
12558,5+
12558,2+
12906,5-
12906,2-
13081,3
13255,1
13255,4
13430,5
13779,1
13779,6
13953,2+
13953,5+
14302,5-
14302,2-
14476,3
14651,5
14825,3+
14825,6+
15174,3-
15174,6-
15348,2+
15348,5+
15697,2-
15697,5-
15872,3
16046,2
16046,5
16220,1
16220,6
16569,6+
16569,1+
16918,6-
16918,1-
17093,2R
17093,5L
17267,3
17354,5
17441,2+
17790,2U
17790,5R
18139,1
18313,3+
18488,3-
18488,5
18662,1
18837,3+
19011,3-
19011,5
19186,1
19360,3
19534,1+
19534,5
19709,1L
19883,3
19883,6+
20058,6R
20232,1+
20232,4
20406,1L
20581,6+
20581,3
20755,6R
20930,6
21104,4+
21279,4-
21279,2
21453,6
21627,4+
21802,4-
21802,2
21976,6
22151,4
22325,2
22412,4
22500,1L
22674,5
22761,3
22848,6R
23023,2
23110,4
23197,1L
23372,1
23372,6
23720,2
23895,4
24069,6
24244,2+
24418,4
24418,2-
24593,6+
24767,6-
24767,2
24941,4
25116,2+
25116,6
25290,2L
25465,1
25465,5+
25639,5R
25813,2+
25813,6
25988,2L
26162,5+
26162,1
26337,5R
26511,5+
26686,5-
26686,3
26860,1+
27034,1-
27034,5
27209,3
27383,1
27558,5+
27732,3
27732,5-
27906,2+
27994,5
28081,2-
28168,5
28255,3+
28343,6
28430,3-
28517,6
28604,3
28691,5
28779,2+
28953,1R
28953,6L
29302,5+
29302,2U
29651,5-
29825,4
30000,3
30174,2
30174,5
30523,2+
30872,4
31046,5
31220,6
31308,6
31395,2U
31569,4
31744,3
31918,2+
32093,5+
32441,5-
32441,2-
32616,5
32790,3+
32965,3-
32965,6
33139,4+
33313,2+
33662,4-
33837,5
34011,6
34098,6U
34186,2U
34360,3
34534,4
34709,5
34883,3+
34883,6+
35755,1-
35755,4-
35930,3
36104,2
36279,1
36279,6
36453,2
36627,3
36802,4
36889,2
36976,4R
37151,5
37325,4
37500,3
37587,5
37674,2+
37848,6+
38023,2-
38023,6-
38197,2
38284,5
38372,3
38546,4+
38720,2
38895,4-
38895,1+
39069,5
39244,6
39244,1-
39418,5
39593,4
39680,2
39767,5+
39941,3
40116,5-
40116,2
40290,1+
40465,5+
40813,1-
40813,5-
40988,2
41162,4+
41337,4-
41337,1
41511,3+
41686,5+
