00:01.152,2R5L
00:02.010,2R5L
00:02.868,2R5L
00:03.726,2R5L
00:04.154,1+4
00:04.582,1R4L
00:05.011,2
00:05.118,4
00:05.332,4
00:05.439,2R
00:05.654,5
00:05.869,6+3
00:06.298,3R6L
00:06.725,5
00:06.833,3
00:07.048,3
00:07.154,5L
00:07.369,2
00:07.583,1+6+
00:08.012,1R6L
00:08.441,2
00:08.548,5
00:08.761,4
00:08.868,2R
00:09.083,5
00:09.298,16
00:09.510,16
00:09.722,16
00:09.931,16
00:10.139,16
00:10.552,1R6L
00:10.973,1!
00:17.854,14+
00:18.047,24-
00:18.258,3+6
00:18.481,3-5
00:18.701,1+4
00:18.918,1-5
00:19.035,2+
00:19.144,6
00:19.361,2-5
00:19.575,14
00:19.792,25
00:20.007,36
00:20.222,25
00:20.436,1
00:20.544,4
00:20.758,1+5
00:21.079,2-6
00:21.185,3
00:21.293,5
00:21.507,2
00:21.614,5
00:21.722,3
00:21.936,4
00:22.151,16
00:22.365,5
00:22.472,2+
00:22.580,4
00:22.794,52L
00:23.008,1
00:23.115,6
00:23.222,1
00:23.330,6
00:23.437,2
00:23.544,5
00:23.651,2
00:23.758,5
00:23.865,3
00:23.971,4
00:24.079,2
00:24.187,5
00:24.294,3
00:24.402,4
00:24.509,1
00:24.615,6
00:24.723,3
00:24.938,4
00:25.045,2
00:25.152,5
00:25.367,3
00:25.474,5
00:25.581,2+
00:25.902,2-6+
00:26.011,3
00:26.225,16-
00:26.439,24
00:26.651,3
00:26.759,5
00:26.865,2
00:27.080,4
00:27.186,2
00:27.294,5+
00:27.616,1+5-
00:27.723,4
00:27.938,1-6
00:28.152,35
00:28.367,4
00:28.474,2
00:28.580,5
00:28.792,3
00:28.899,5
00:29.007,2+
00:29.329,2-6+
00:29.436,3
00:29.651,16-
00:29.865,25+
00:30.080,1
00:30.186,6
00:30.294,2
00:30.401,5
00:30.509,3
00:30.616,4
00:30.723,2L
00:31.045,25
00:31.366,1U6
00:31.581,25
00:31.796,4
00:32.011,3
00:32.224,2
