12800,1
12800,2
13200,1
13400,2
13800,1U
14400,1L
14800,1
15200,2R
15600,2
16000,1
16000,2
16400,1
16600,2
17000,1+
17600,1L
17000,2+
17600,2-
18000,2
18400,1L
18400,2
18800,2
19200,1+
20200,2S-
20800,1
20800,2
21200,1
21600,1
21600,2R
22000,1
22400,1
22400,2
22800,1R
23000,2L
23400,1
23400,2+
24000,2-
24000,1+
25200,2S-
25600,1
25600,2
26200,1
26800,1
26800,2
27200,1U
27200,2U
27600,1
28000,1
28000,2
28400,1
28800,1
28800,2
29200,2
29600,1
29600,2
30000,2
30400,1
30400,2
30800,1
31200,1
31200,2
31600,1
32000,1
32000,2
32400,2
32800,1
32800,2
33200,2
33600,1U
33600,2U
34000,1
34400,1
34400,2
34800,1
35200,1
35200,2
35600,2
36000,1
36000,2
36400,2
36800,1
36800,2
37200,1
37600,1
37600,2
38000,1
38400,1
38400,2
38800,2
39200,1
39200,2
39600,2
40000,1
40200,2
40400,1
41000,1
41000,2
41600,2
41800,1
42000,2
42600,1
42600,2
43200,1
43400,2
43600,1
44200,1
44200,2
44800,2
45000,1
45200,2
45800,1
45800,2
46400,2+
46800,2-
46600,1
47400,1
47400,2
48000,1+
49200,1-
48000,2+
49200,2-
49600,1+
50000,1-
50000,2
50200,2+
50800,2-
50800,1
51200,2+
51600,2-
51600,1
51800,1+
52400,1-
52400,2
52800,2
53000,1
53000,2
53400,1
53600,1
53600,2
54000,1
54000,2
54200,1+
55200,1-
54200,2+
55200,2-
56000,1+
57000,1-
56400,2
56800,2
57000,2
57400,2+
58200,2-
57800,1
58200,1
59200,1+
60200,1-
59600,2
60000,2
60200,2
60600,2+
61400,2-
61000,1
61400,1
62400,1
62400,2
62800,1
63000,2+
63400,2-
63200,1
63600,1
63800,2+
64200,2-
64000,1
64400,1
64600,2+
65000,2-
64800,1
65200,1
65600,1R
65800,2L
66000,1R
66200,2L
66600,1
66600,2
67000,1R
67000,2L
67400,1R
67400,2L
67800,1R
67800,2L
68800,1U
68800,2U
69200,1
69200,2
69600,1+
70000,1-
70000,2
70200,2
70600,1
70800,2
71000,1
71200,2+
71600,2-
71600,1
71800,1
72400,1
72400,2
72800,2+
73200,2-
73200,1
73400,1
73800,2
74000,1
74200,2
74400,1+
74800,1-
74800,2
75000,2
75400,1
75600,2+
76000,2-
76000,1+
76400,1-
76600,2
76800,1L
77000,2
77200,1L
77400,2
77600,1L
78000,2+
78200,2-
78400,1+
78600,1-
78800,2+
79000,2-
79200,1+
79400,1-
79600,2+
79800,2-
80000,1+
80200,1-
80000,2+
80200,2-
80400,1
80400,2
80600,1+
80800,1-
80600,2+
80800,2-
81200,1
81200,2
81600,1U
81600,2U
82000,1
82000,2
82400,1+
82800,1-
82800,2
83000,2
83400,1
83600,2
83800,1
84000,2+
84400,2-
84400,1
84600,1
85200,1
85200,2
85600,2+
86000,2-
86000,1
86200,1
86600,2
86800,1
87000,2
87200,1+
87600,1-
87600,2
87800,2
88200,1
88400,2+
88800,2-
88800,1+
89200,1-
89400,2+
89800,2-
89800,1
90000,1
90400,1L
90400,2
91000,1+
91400,1-
91600,2
91800,1
92000,2
92200,1
92400,2
92600,1
92800,1
92800,2
93200,1
93400,2
93800,1U
94400,1!
100200,2+
100600,2=
101600,1D-
102000,1
102400,1
102400,2
102800,1R
103000,2L
103400,1
103400,2+
104000,2-
104000,1+
105200,2S-
105600,1
105600,2
106200,1
106800,1
106800,2
107200,1L
107400,2
107600,1L
108200,1
108400,2
108600,1+
110000,2S-
110400,1
110400,2
110800,1
111200,1
111200,2
111600,2
112000,1
112000,2
112400,1
112800,1
112800,2
113200,2
113600,1L
113800,2
114000,1L
114600,1
114800,2
115000,1+
116400,2S-
116800,1
116800,2
117200,1
117600,1
117600,2
118000,2
118400,1
118400,2
118800,1
119200,1
119200,2
119600,2
120000,2
120200,2
120400,1
120400,2
121000,1
121200,1
121400,1
121400,2
121800,1U
