0:00:05.69,1R
0:00:07.12,1R
0:00:08.19,52
0:00:08.54,1+
0:00:08.89,1-5+
0:00:09.24,5-2+
0:00:09.60,6+2-
0:00:09.96,6-3
0:00:10.66,52
0:00:10.84,52
0:00:11.39,1+
0:00:11.74,1-4
0:00:11.92,1
0:00:12.29,5
0:00:12.47,2
0:00:12.65,6+
0:00:13.00,6-3+
0:00:13.35,53-
0:00:13.71,2
0:00:13.89,5
0:00:14.06,2
0:00:14.24,6+
0:00:14.60,6-3
0:00:14.78,6
0:00:15.15,2
0:00:15.34,5
0:00:15.50,1+
0:00:15.88,1-4+
0:00:16.22,4-2
0:00:16.58,5
0:00:16.75,2
0:00:16.93,5
0:00:17.11,1+
0:00:17.46,41-
0:00:17.63,1
0:00:18.00,5
0:00:18.17,2
0:00:18.34,6+
0:00:18.71,6-3+
0:00:19.08,53-
0:00:19.44,2
0:00:19.61,5
0:00:19.78,2
0:00:19.96,6+
0:00:20.32,6-3
0:00:20.51,6
0:00:20.86,2
0:00:21.04,5
0:00:21.22,1+
0:00:21.59,1-4+
0:00:21.95,4-2+
0:00:22.32,52-
0:00:22.67,3
0:00:22.85,6+
0:00:23.21,6-2
0:00:23.39,5+
0:00:23.75,15-
0:00:24.09,4+
0:00:24.45,14-
0:00:24.63,4
0:00:24.80,1
0:00:25.52,4
0:00:25.70,1+
0:00:26.06,51-
0:00:26.24,2+
0:00:26.59,62-
0:00:26.95,3+
0:00:27.31,63-
0:00:27.49,3
0:00:27.67,6
0:00:28.20,5
0:00:28.57,1L
0:00:29.27,6R
0:00:29.99,2+
0:00:30.52,2-6+
0:00:31.07,6-1+
0:00:31.43,1U
0:00:32.49,5
0:00:32.68,2
0:00:32.86,5+2+
0:00:33.21,5-2-
0:00:33.39,6R1L
0:00:34.10,4
0:00:34.28,1+
0:00:34.65,51-
0:00:34.82,2+
0:00:35.18,62-
0:00:35.54,3+
0:00:35.89,63-
0:00:36.07,3
0:00:36.25,6
0:00:36.95,3
0:00:37.12,6+
0:00:37.47,6-2
0:00:37.65,5+
0:00:38.01,5-1
0:00:38.36,4+
0:00:38.72,4-1
0:00:38.90,4
0:00:39.08,1
0:00:39.44,5
0:00:39.62,2
0:00:39.80,5
0:00:39.99,5U2U
0:00:40.69,6U1U
0:00:41.41,5+
0:00:41.94,1+5-
0:00:42.47,6+1-
0:00:42.83,6L1R
0:00:43.19,5+2+
0:00:43.53,5-2-
0:00:43.72,52
0:00:44.08,6R1L
0:00:44.78,2+
0:00:45.15,52-
0:00:45.34,2
0:00:45.51,5
0:00:45.68,3
0:00:45.86,4
0:00:46.40,6+
0:00:46.76,6-3
0:00:46.94,6
0:00:47.13,2
0:00:47.49,5
0:00:47.67,2
0:00:48.21,3
0:00:48.38,4
0:00:48.57,2
0:00:48.74,5
0:00:49.29,1+
0:00:49.64,41-
0:00:49.82,1
0:00:50.00,4
0:00:50.35,2
0:00:50.54,5
0:00:51.07,4
0:00:51.25,3
0:00:51.43,5
0:00:51.60,2
0:00:52.14,6R1L
0:00:52.67,5
0:00:52.85,2
0:00:53.20,4
0:00:53.39,3
0:00:54.09,3
0:00:54.27,6
0:00:54.81,2
0:00:54.99,5
0:00:55.52,1
0:00:55.70,4
0:00:55.88,1
0:00:56.24,5
0:00:56.59,52
0:00:56.95,6+1+
0:00:58.37,6U1U
0:00:59.28,2
0:00:59.64,4
0:00:59.99,6+
0:01:00.35,6-3
0:01:00.53,6R
0:01:00.89,2
0:01:01.42,1+
0:01:01.77,1-4
0:01:01.96,1L
0:01:02.32,5
0:01:02.85,2+
0:01:03.21,2-4
0:01:03.39,3
0:01:03.74,4
0:01:04.10,5+
0:01:04.46,5-3
0:01:04.63,4
0:01:04.82,2
0:01:05.17,6
0:01:05.53,6+2+
0:01:06.40,1-5-
0:01:06.75,2
0:01:06.93,5
0:01:07.12,2L
0:01:07.47,5
0:01:07.64,2
0:01:08.00,4+
0:01:08.36,14-
0:01:08.71,5
0:01:08.89,3+
0:01:09.25,63-
0:01:09.61,2
0:01:09.79,5
0:01:09.97,2
0:01:10.15,5
0:01:10.50,2L
0:01:11.39,1+
0:01:11.74,41-
0:01:11.91,1L
0:01:12.29,5
0:01:12.83,6+
0:01:13.19,6-3
0:01:13.37,6R
0:01:13.72,2
0:01:14.27,5+
0:01:14.63,5-3
0:01:14.82,4
0:01:15.17,3
0:01:15.53,2+
0:01:15.89,42-
0:01:16.07,3
0:01:16.42,4
0:01:16.78,2+
0:01:16.96,5+
0:01:18.57,6-1-
0:01:18.92,5+2+
0:01:19.29,5R2L
0:01:19.64,5R2L
0:01:19.99,1+
0:01:20.27,1-5
0:01:20.54,2
0:01:20.71,6+
0:01:20.98,6-2
0:01:21.25,5
0:01:21.43,2+
0:01:21.77,2-5
0:01:22.14,4
0:01:22.49,2+
0:01:22.67,5+
0:01:23.55,6-1-
0:01:23.92,2
0:01:24.28,5+2+
0:01:24.62,5-2-
0:01:24.97,2
0:01:25.15,5
0:01:25.52,6+1+
0:01:28.21,6-1-
0:01:28.57,6+
0:01:28.90,6-2+
0:01:29.27,5+2-
0:01:29.62,5-1
0:01:29.80,4
0:01:29.98,1
0:01:30.34,2
0:01:30.52,5
0:01:30.69,3
0:01:30.87,6
0:01:31.05,2
0:01:31.24,5
0:01:31.42,2U
0:01:32.12,2
0:01:32.85,5U
0:01:33.38,3
0:01:33.91,1
0:01:34.27,5+
0:01:34.63,5-2+
0:01:34.98,6+2-
0:01:35.33,6-1+
0:01:35.70,51-
0:01:37.10,6U1U
0:01:37.84,2
0:01:38.19,4
0:01:38.54,6+
0:01:38.92,6-3
0:01:39.10,6R
0:01:39.46,2
0:01:39.99,1+
0:01:40.36,41-
0:01:40.54,1L
0:01:40.89,5
0:01:41.44,2+
0:01:41.79,42-
0:01:41.97,3
0:01:42.32,4
0:01:42.69,5+
0:01:43.04,5-3
0:01:43.22,4
0:01:43.40,2
0:01:43.75,5
0:01:44.11,2+5+
0:01:45.00,6-1-
0:01:45.37,2
0:01:45.54,5
0:01:45.72,2L
0:01:46.08,5
0:01:46.25,2
0:01:46.60,4+
0:01:46.96,14-
0:01:47.32,5
0:01:47.50,3+
0:01:47.85,63-
0:01:48.21,2
0:01:48.39,5
0:01:48.57,2
0:01:48.73,5
0:01:49.09,2L
0:01:49.99,1+
0:01:50.34,41-
0:01:50.52,1L
0:01:50.88,5
0:01:51.42,6+
0:01:51.77,6-3
0:01:51.95,6R
0:01:52.31,2
0:01:52.84,5+
0:01:53.20,5-3
0:01:53.38,4
0:01:53.74,3
0:01:54.09,2+
0:01:54.45,42-
0:01:54.63,3
0:01:54.99,4
0:01:55.34,2+
0:01:55.52,5+
0:01:57.13,6-1-
0:01:57.49,5+2+
0:01:57.84,5R2L
0:01:58.20,5R2L
0:01:58.56,1+
0:01:58.82,51-
0:01:59.09,2
0:01:59.27,6+
0:01:59.54,6-2
0:01:59.81,5
0:01:59.99,2+
0:02:00.34,52-
0:02:00.70,4
0:02:01.05,2+
0:02:01.23,5+
0:02:02.12,6-1-
