11294,1
11294,2+
13411,2-
11647,1
12000,1
12529,1+
13058,1-
13411,1
14117,2L
14470,1R
14823,1U
14823,2U
15352,1+
15882,1-
15352,2+
15882,2-
16235,2
16411,1
16941,1+
18176,1R
16941,2
17294,2
17647,2
18176,2+
18705,2-
18705,1+
19058,1-
19058,2
19588,2+
20117,1D-
20294,1+
20823,2S-
21000,1+
21352,1-
21000,2+
21352,2-
21529,1
21529,2
21705,1
21705,2
22588,2+
24000,1D=
24705,1DU
25411,1+
26647,1R
28235,1R
28764,2R
29647,2L
30176,1L
31058,1U
31588,1+
32117,1-
31588,2+
32117,2-
32470,1+
32823,1-
32470,2+
32823,2-
33000,1
33000,2
33882,1+
36352,1-
34235,2
34941,2
35117,2
35647,2
36352,2
36705,2+
39176,2-
37058,1
37235,1
37764,1
37941,1
38470,1
38647,1
39176,1
39352,1
39529,1+
40411,1-
39882,2
40058,2
40411,2
40764,2+
42000,2-
41294,1
41647,1
42000,1
42352,1+
43411,1-
42705,2L
43235,2
43411,2
43588,1+
44294,1-
43588,2+
44294,2-
44823,1
45000,1
45176,1+
46235,1-
45176,2
45529,2
45882,2
46235,2
46411,2+
47647,1D-
48000,2L
48352,1L
48705,2
48882,1
49058,2
49235,1+
49588,1-
49235,2+
49588,2-
50470,2
50647,2
50823,1
50823,2+
51882,2-
51176,1
51529,1
51882,1
52058,1R
52058,2L
52764,1
52941,2
53117,1
53294,2
53470,1
53823,1+
56117,1-
54000,2
54176,2
54705,2
54882,2
55411,2
55588,2
56117,2
56294,1
56294,2
56647,1+
57705,1-
56647,2+
57705,2-
58058,1
58058,2
58235,1
58235,2
58411,1
58411,2
59294,1U
59294,2U
59647,1
59823,2
60000,1
60352,1
60529,2
60705,1
61058,1
61235,2
61411,1
61676,2
61941,2
62117,1R
62470,2
62647,1
62823,2
63176,2
63352,1+
64588,1-
64941,1L
65294,2R
65647,1R
65647,2L
66176,1+
66794,2S=
67411,1U
67764,1+
69000,1U
67764,2
67941,2
68294,2
70588,1U
70588,2U
70941,1
71117,2
71294,1
71647,1
71823,2
72000,1
72352,1
72529,2
72705,1
72970,2
73235,2
73411,1+
73588,(1.2)=
73764,1=
73941,(1.2)=
74117,1-
74117,2
74470,1
74470,2
74647,1U
74647,2U
75705,2
75882,1
76058,2
76235,1+
76676,(1.3)=
77117,1-
76235,2+
76676,(1.7)=
77117,2-
77470,1+
78352,1-
77470,2+
78352,2-
79058,1!
87529,1U
87529,2U
87882,1
88058,2
88235,1
88588,1
88764,2
88941,1
89294,1
89470,2
89647,1
89911,2
90176,2
90352,1+
90529,(1.2)=
90705,1=
90882,(1.2)=
91058,1-
91058,2
91411,1
91411,2
91588,1U
91588,2U
92647,2
92823,1
93000,2
93176,1+
93617,(1.3)=
94058,1-
93176,2+
93617,(1.7)=
94058,2-
94411,1+
95647,1-
94411,2+
95647,2-
96000,1
96000,2
96176,1
96176,2
96529,1
96529,2
96882,1U
97235,1
97235,2
97588,2R
97941,1
97941,2
98823,1U
101470,2+
102705,1D-
103058,2L
103411,1R
103764,1U
103764,2U
104294,1+
108176,1-
104294,2
104823,2
105176,2
105529,2
105882,2
106235,2
106588,2
106941,2
107117,2
107647,2
108000,2
108176,2
108705,2L
109058,1R
109411,1U
109411,2U
109941,1
109941,2+
113823,2-
110470,1
110823,1
111176,1
111529,1
111882,1
112235,1
112411,1
112764,1
113294,1
113647,1
113823,1
114352,1
114352,2
114705,1
115058,1
115058,2
115588,1+
119470,1-
115588,2
116117,2
116470,2
116823,2
117176,2
117529,2
117882,2
118235,2
118411,2
118941,2
119294,2
119470,2
120000,1
120000,2
120352,2
120705,1+
122117,1-
120705,2
121235,2+
122117,2-
122470,2
122647,1+
123000,1-
123000,2
123176,1
123352,2+
123705,2-
123705,1
123882,2
124058,1+
124411,1-
124411,2
124588,1
124764,2
125470,1U
126176,1U
126882,1+
129176,2S=
130941,2SU
